pool_id,x_id,x_ticker,y_id,y_ticker
1eeb109ddee158da692f969210a734704c71094104966d9af7f8fdb5f625c6c9,0d9ef46408f11aed2a7f840d3928baefaf8153032f42296cbe9d640845d4082c,BDX  Special Token,118ed3f9d11700e870569c4b9f3166773ff44410a1d690c8890327a97f1bda39,BDX Token
1f01dc8e29806d96ca0b79f8e798cd8cfce51c0e676aaedf6ab3464b37da9dfd,0,ERG,0cd8c9f416e5b1ca9f986a7f10a84191dfb85941619e49e53c0dc30ebf83324b,COMET
248bd75380f0330cc5e3301ad40c3dd8c375e1316e52fd53abbe5674b43658d0,0,ERG,0d9ef46408f11aed2a7f840d3928baefaf8153032f42296cbe9d640845d4082c,BDX  Special Token
27d84d3f90c8b335f4cad9de170cc5c1ba837ef71282eb2e427582c86d8356ea,0,ERG,29a046bbdef51c70d371f483876deeea7c2de35a80465b7c2d74c90ad68ff54e,QualiCoin
2d97a2b2385ca12f0614578ab49db2ebf8f0c14ba634298c943ec24658c7b052,0,ERG,2a7dd90423a26e477922bace8a3a4517db186706fe31ac908525aacbc1ba14a9,BTC
2dca578d03be68276ea0d420a6456b2a565c2e6ae9ba88d127019f3504136b64,2a7dd90423a26e477922bace8a3a4517db186706fe31ac908525aacbc1ba14a9,BTC,944f72c571f7e894fe75fe5b351cdc67ea2fa6daa538321d72f759d551b1d147,ADA
31f4b2b5fc721efd864e51582f99e6fcec73fe0fe859f2e416354fc97e738f78,0,ERG,4f5c05967a2a68d5fe0cdd7a688289f5b1a8aef7d24cab71c20ab8896068e0a8,GetBlok.io Soft-Fork Governance Token
341f1f8136f672384aa0b7f38989d54f7fb5a530b760598d39646a4e85c1a623,0,ERG,66d653313b9f6cc0886e6440078cdcadf6f1e611fc7e2dad563e452a68b30f35,Molicoin
36aba4b4a97b65be491cf9f5ca57b5408b0da8d0194f30ec8330d1e8946161c1,303f39026572bcb4060b51fafc93787a236bb243744babaa99fceb833d61e198,NULL,c95645836ca45f6923978e175b93305185406aa939b213c96e44b6645911d04f,ERG_Erdoge_LP
389f7fe77a53f787fd68c1e244e88b230c68d720a4b580057eb904db3d3c8815,0,ERG,151f9e9e0cb4aca29b8c8eaa765661c9f6cb4e018131b09bc63680e3e2585576,Melange
3b81cea6c83063ccfa1e890c8be5a8b4aa11c0771e2cc8f1150c2eeadab55ef6,0,ERG,e91cbc48016eb390f8f872aa2962772863e2e840708517d1ab85e57451f91bed,Ergold
3d4fdb931917647f4755ada29d13247686df84bd8aea060d22584081bd11ba69,0,ERG,36aba4b4a97b65be491cf9f5ca57b5408b0da8d0194f30ec8330d1e8946161c1,Erdoge
3d648a56fc4749fe7822a25c0abe6afba7965885880815ad4bfafae5dca7237f,0,ERG,fbbaac7337d051c10fc3da0ccb864f4d32d40027551e1c3ea3ce361f39b91e40,kushti
45ddbcc37f97c153b303279ee9b49ab78e2f89459d8497cdf6e342c1f8fadee4,29a046bbdef51c70d371f483876deeea7c2de35a80465b7c2d74c90ad68ff54e,QualiCoin,6e6547eb720ac46703d20a2903fc588c9a7079d2f32897b6f222cf443c5cdac7,ChickenNuggies
47101cd1b5a4260f6d51b0c756e8b4ff5d3ebc3916a041b9fed9b072dbf416cd,0,ERG,2328acc0c13a2103bed748ba6426d900e13d8ba111eb032ca62ff7729671d6ce,Fruitbux
496b5f14a91e8adaad1dbe772238bb52e286723c972321d9ec3585a54e5b64eb,30974274078845f263b4f21787e33cc99e9ec19a17ad85a5bc6da2cca91c5a2e,WT_ADA,ef802b475c06189fdbf844153cdc1d449a5ba87cce13d11bb47b5a539f27f12b,WT_ERG
4ad32364b11b0fc1cc66e6528b5ad8cbc31f2f63793357316bf15c8ef283ad4c,0,ERG,30974274078845f263b4f21787e33cc99e9ec19a17ad85a5bc6da2cca91c5a2e,WT_ADA
4e497db00769f6402580c351c092ec6ae0306f08575c7a9c719267c84049c840,d71693c49a84fbbecd4908c94813b46514b18b67a99952dc1e6e4791556de413,ergopad,03faf2cb329f2e90d6d23b58d91bbb6c046aa143261cc21f52fbe2824bfcbf04,SigUSD
5af3aed2568d345b5415cb299772d15c4483755f94a77aa4b0eb5abd2c2faa46,0,ERG,aa0834f5ed874b6d6c53e84cad1ce3e3b7ea6acc6e7af6da23044e8a2e48fd3b,thimble
5d16fec842f806378355841f8ea90b6fd14a1557fa85f738e2f89c6daa154650,aa908503f2e5666bd31afabd0cc6dbf670602ce60331a36bf5777611690a33a3,KiraBot,5ee1ca7eef09652cba73d17b2198d89e3c06ee7fdc810ca7628d53241f07511e,KiraBot V2
5e205ad2f1c4350e054aece6e889b2981a9a46918ce915c1b96255439304a42d,29a046bbdef51c70d371f483876deeea7c2de35a80465b7c2d74c90ad68ff54e,QualiCoin,0779ec04f2fae64e87418a1ad917639d4668f78484f45df962b0dec14a2591d2,Mi Goreng
